Index,Country,Month,HarvestYear
65846,India,July,2018
65847,Thailand,June,2018
65848,Vietnam,January,2018
65849,Philippines,February,2018
65850,Phillippines,July,2018
65851,India,January,2018
65852,Thailand,May,2018
65853,Vietnam,December,2018
65854,India,July,2018
65855,Thailand,June,2018
65856,Vietnam,January,2018
65857,India,January,2018
65858,Thailand,May,2018
65859,Vietnam,December,2018
65860,India,July,2018
65861,Thailand,June,2018
65862,Vietnam,January,2018
65863,India,January,2018
65864,Thailand,May,2018
65865,Vietnam,December,2018
65866,India,July,2018
65867,Thailand,June,2018
65868,Vietnam,January,2018
65869,India,January,2018
65870,Thailand,May,2018
65871,Vietnam,December,2018
65872,India,July,2018
65873,Thailand,June,2018
65874,Vietnam,January,2018
65875,India,January,2018
65876,Thailand,May,2018
65877,Vietnam,December,2018
65878,India,July,2018
65879,Thailand,June,2018
65880,Vietnam,January,2018
65881,India,January,2018
65882,Thailand,May,2018
65883,Vietnam,December,2018
65884,India,July,2018
65885,Thailand,June,2018
65886,Vietnam,January,2018
65887,India,January,2018
65888,Thailand,May,2018
65889,Vietnam,December,2018
65890,India,July,2018
65891,Thailand,June,2018
65892,Vietnam,January,2018
65893,India,January,2018
65894,Thailand,May,2018
65895,Vietnam,December,2018
65896,India,July,2018
65897,Thailand,June,2018
65898,Vietnam,January,2018
65899,Philippines,February,2018
65900,Phillippines,July,2018
65901,India,January,2018
65902,Thailand,May,2018
65903,Vietnam,December,2018
65904,India,July,2018
65905,Thailand,June,2018
65906,Vietnam,January,2018
65907,India,January,2018
65908,Thailand,May,2018
65909,Vietnam,December,2018
65910,India,July,2018
65911,Thailand,June,2018
65912,Vietnam,January,2018
65913,India,January,2018
65914,Thailand,May,2018
65915,Vietnam,December,2018
65916,India,July,2018
65917,Thailand,June,2018
65918,Vietnam,January,2018
65919,India,January,2018
65920,Thailand,May,2018
65921,Vietnam,December,2018
65922,India,July,2018
65923,Thailand,June,2018
65924,Vietnam,January,2018
65925,India,January,2018
65926,Thailand,May,2018
65927,Vietnam,December,2018
65928,India,July,2018
65929,Thailand,June,2018
65930,Vietnam,January,2018
65931,India,January,2018
65932,Thailand,May,2018
65933,Vietnam,December,2018
65934,India,July,2018
65935,Thailand,June,2018
65936,Vietnam,January,2018
65937,India,January,2018
65938,Thailand,May,2018
65939,Vietnam,December,2018
65940,India,July,2018
65941,Thailand,June,2018
65942,Vietnam,January,2018
65943,India,January,2018
65944,Thailand,May,2018
65945,Vietnam,December,2018
65946,India,July,2018
65947,Thailand,June,2018
65948,Vietnam,January,2018
65949,Philippines,February,2018
65950,Phillippines,July,2018
65951,India,January,2018
65952,Thailand,May,2018
65953,Vietnam,December,2018
65954,India,July,2018
65955,Thailand,June,2018
65956,Vietnam,January,2018
65957,India,January,2018
65958,Thailand,May,2018
65959,Vietnam,December,2018
65960,India,July,2018
65961,Thailand,June,2018
65962,Vietnam,January,2018
65963,India,January,2018
65964,Thailand,May,2018
65965,Vietnam,December,2018
65966,India,July,2018
65967,Thailand,June,2018
65968,Vietnam,January,2018
65969,India,January,2018
65970,Thailand,May,2018
65971,Vietnam,December,2018
65972,India,July,2018
65973,Thailand,June,2018
65974,Vietnam,January,2018
65975,India,January,2018
65976,Thailand,May,2018
65977,Vietnam,December,2018
65978,India,July,2018
65979,Thailand,June,2018
65980,Vietnam,January,2018
65981,India,January,2018
65982,Thailand,May,2018
65983,Vietnam,December,2018
65984,India,July,2018
65985,Thailand,June,2018
65986,Vietnam,January,2018
65987,India,January,2018
65988,Thailand,May,2018
65989,Vietnam,December,2018
65990,India,July,2018
65991,Thailand,June,2018
65992,Vietnam,January,2018
65993,India,January,2018
65994,Thailand,May,2018
65995,Vietnam,December,2018
65996,India,July,2018
65997,Thailand,June,2018
65998,Vietnam,January,2018
65999,Philippines,February,2018
66000,Phillippines,July,2018
66001,India,January,2018
66002,Thailand,May,2018
66003,Vietnam,December,2018
66004,India,July,2018
66005,Thailand,June,2018
66006,Vietnam,January,2018
66007,India,January,2018
66008,Thailand,May,2018
66009,Vietnam,December,2018
66010,India,July,2018
66011,Thailand,June,2018
66012,Vietnam,January,2018
66013,India,January,2018
66014,Thailand,May,2018
66015,Vietnam,December,2018
66016,India,July,2018
66017,Thailand,June,2018
66018,Vietnam,January,2018
66019,India,January,2018
66020,Thailand,May,2018
66021,Vietnam,December,2018
66022,India,July,2018
66023,Thailand,June,2018
66024,Vietnam,January,2018
66025,India,January,2018
66026,Thailand,May,2018
66027,Vietnam,December,2018
66028,India,July,2018
66029,Thailand,June,2018
66030,Vietnam,January,2018
66031,India,January,2018
66032,Thailand,May,2018
66033,Vietnam,December,2018
66034,India,July,2018
66035,Thailand,June,2018
66036,Vietnam,January,2018
66037,India,January,2018
66038,Thailand,May,2018
66039,Vietnam,December,2018
66040,India,July,2018
66041,Thailand,June,2018
66042,Vietnam,January,2018
66043,India,January,2018
66044,Thailand,May,2018
66045,Vietnam,December,2018
66046,India,July,2018
66047,Thailand,June,2018
66048,Vietnam,January,2018
66049,Philippines,February,2018
66050,Phillippines,July,2018
66051,India,January,2018
66052,Thailand,May,2018
66053,Vietnam,December,2018
66054,India,July,2018
66055,Thailand,June,2018
66056,Vietnam,January,2018
66057,India,January,2018
66058,Thailand,May,2018
66059,Vietnam,December,2018
66060,India,July,2018
66061,Thailand,June,2018
66062,Vietnam,January,2018
66063,India,January,2018
66064,Thailand,May,2018
66065,Vietnam,December,2018
66066,India,July,2018
66067,Thailand,June,2018
66068,Vietnam,January,2018
66069,India,January,2018
66070,Thailand,May,2018
66071,Vietnam,December,2018
66072,India,July,2018
66073,Thailand,June,2018
66074,Vietnam,January,2018
66075,India,January,2018
66076,Thailand,May,2018
66077,Vietnam,December,2018
66078,India,July,2018
66079,Thailand,June,2018
66080,Vietnam,January,2018
66081,India,January,2018
66082,Thailand,May,2018
66083,Vietnam,December,2018
66084,India,July,2018
66085,Thailand,June,2018
66086,Vietnam,January,2018
66087,India,January,2018
66088,Thailand,May,2018
66089,Vietnam,December,2018
66090,India,July,2018
66091,Thailand,June,2018
66092,Vietnam,January,2018
66093,India,January,2018
66094,Thailand,May,2018
66095,Vietnam,December,2018
66096,India,July,2018
66097,Thailand,June,2018
66098,Vietnam,January,2018
66099,Philippines,February,2018
66100,Phillippines,July,2018
66101,India,January,2018
66102,Thailand,May,2018
66103,Vietnam,December,2018
66104,India,July,2018
66105,Thailand,June,2018
66106,Vietnam,January,2018
66107,India,January,2018
66108,Thailand,May,2018
66109,Vietnam,December,2018
66110,India,July,2018
66111,Thailand,June,2018
66112,Vietnam,January,2018
66113,India,January,2018
66114,Thailand,May,2018
66115,Vietnam,December,2018
66116,India,July,2018
66117,Thailand,June,2018
66118,Vietnam,January,2018
66119,India,January,2018
66120,Thailand,May,2018
66121,Vietnam,December,2018
66122,India,July,2018
66123,Thailand,June,2018
66124,Vietnam,January,2018
66125,India,January,2018
66126,Thailand,May,2018
66127,Vietnam,December,2018
66128,India,July,2018
66129,Thailand,June,2018
66130,Vietnam,January,2018
66131,India,January,2018
66132,Thailand,May,2018
66133,Vietnam,December,2018
66134,India,July,2018
66135,Thailand,June,2018
66136,Vietnam,January,2018
66137,India,January,2018
66138,Thailand,May,2018
66139,Vietnam,December,2018
66140,India,July,2018
66141,Thailand,June,2018
66142,Vietnam,January,2018
66143,India,January,2018
66144,Thailand,May,2018
66145,Vietnam,December,2018
66146,India,July,2018
66147,Thailand,June,2018
66148,Vietnam,January,2018
66149,Philippines,February,2018
66150,Phillippines,July,2018
66151,India,January,2018
66152,Thailand,May,2018
66153,Vietnam,December,2018
66154,India,July,2018
66155,Thailand,June,2018
66156,Vietnam,January,2018
66157,India,January,2018
66158,Thailand,May,2018
66159,Vietnam,December,2018
66160,India,July,2018
66161,Thailand,June,2018
66162,Vietnam,January,2018
66163,India,January,2018
66164,Thailand,May,2018
66165,Vietnam,December,2018
66166,India,July,2018
66167,Thailand,June,2018
66168,Vietnam,January,2018
66169,India,January,2018
66170,Thailand,May,2018
66171,Vietnam,December,2018
66172,India,July,2018
66173,Thailand,June,2018
66174,Vietnam,January,2018
66175,India,January,2018
66176,Thailand,May,2018
66177,Vietnam,December,2018
66178,India,July,2018
66179,Thailand,June,2018
66180,Vietnam,January,2018
66181,India,January,2018
66182,Thailand,May,2018
66183,Vietnam,December,2018
66184,India,July,2018
66185,Thailand,June,2018
66186,Vietnam,January,2018
66187,India,January,2018
66188,Thailand,May,2018
66189,Vietnam,December,2018
66190,India,July,2018
66191,Thailand,June,2018
66192,Vietnam,January,2018
66193,India,January,2018
66194,Thailand,May,2018
66195,Vietnam,December,2018
66196,India,July,2018
66197,Thailand,June,2018
66198,Vietnam,January,2018
66199,Philippines,February,2018
66200,Phillippines,July,2018
66201,India,January,2018
66202,Thailand,May,2018
66203,Vietnam,December,2018
66204,India,July,2018
66205,Thailand,June,2018
66206,Vietnam,January,2018
66207,India,January,2018
66208,Thailand,May,2018
66209,Vietnam,December,2018
66210,India,July,2018
66211,Thailand,June,2018
66212,Vietnam,January,2018
66213,India,January,2018
66214,Thailand,May,2018
66215,Vietnam,December,2018
66216,India,July,2018
66217,Thailand,June,2018
66218,Vietnam,January,2018
66219,India,January,2018
66220,Thailand,May,2018
66221,Vietnam,December,2018
66222,India,July,2018
66223,Thailand,June,2018
66224,Vietnam,January,2018
66225,India,January,2018
66226,Thailand,May,2018
66227,Vietnam,December,2018
66228,India,July,2018
66229,Thailand,June,2018
66230,Vietnam,January,2018
66231,India,January,2018
66232,Thailand,May,2018
66233,Vietnam,December,2018
66234,India,July,2018
66235,Thailand,June,2018
66236,Vietnam,January,2018
66237,India,January,2018
66238,Thailand,May,2018
66239,Vietnam,December,2018
66240,India,July,2018
66241,Thailand,June,2018
66242,Vietnam,January,2018
66243,India,January,2018
66244,Thailand,May,2018
66245,Vietnam,December,2018
66246,India,July,2018
66247,Thailand,June,2018
66248,Vietnam,January,2018
66249,Philippines,February,2018
66250,Phillippines,July,2018
66251,India,January,2018
66252,Thailand,May,2018
66253,Vietnam,December,2018
66254,India,July,2018
66255,Thailand,June,2018
66256,Vietnam,January,2018
66257,India,January,2018
66258,Thailand,May,2018
66259,Vietnam,December,2018
66260,India,July,2018
66261,Thailand,June,2018
66262,Vietnam,January,2018
66263,India,January,2018
66264,Thailand,May,2018
66265,Vietnam,December,2018
66266,India,July,2018
66267,Thailand,June,2018
66268,Vietnam,January,2018
66269,India,January,2018
66270,Thailand,May,2018
66271,Vietnam,December,2018
66272,India,July,2018
66273,Thailand,June,2018
66274,Vietnam,January,2018
66275,India,January,2018
66276,Thailand,May,2018
66277,Vietnam,December,2018
66278,India,July,2018
66279,Thailand,June,2018
66280,Vietnam,January,2018
66281,India,January,2018
66282,Thailand,May,2018
66283,Vietnam,December,2018
66284,India,July,2018
66285,Thailand,June,2018
66286,Vietnam,January,2018
66287,India,January,2018
66288,Thailand,May,2018
66289,Vietnam,December,2018
66290,India,July,2018
66291,Thailand,June,2018
66292,Vietnam,January,2018
66293,India,January,2018
66294,Thailand,May,2018
66295,Vietnam,December,2018
66296,India,July,2018
66297,Thailand,June,2018
66298,Vietnam,January,2018
66299,Philippines,February,2018
66300,Phillippines,July,2018
66301,India,January,2018
66302,Thailand,May,2018
66303,Vietnam,December,2018
66304,India,July,2018
66305,Thailand,June,2018
66306,Vietnam,January,2018
66307,India,January,2018
66308,Thailand,May,2018
66309,Vietnam,December,2018
66310,India,July,2018
66311,Thailand,June,2018
66312,Vietnam,January,2018
66313,India,January,2018
66314,Thailand,May,2018
66315,Vietnam,December,2018
66316,India,July,2018
66317,Thailand,June,2018
66318,Vietnam,January,2018
66319,India,January,2018
66320,Thailand,May,2018
66321,Vietnam,December,2018
66322,India,July,2018
66323,Thailand,June,2018
66324,Vietnam,January,2018
66325,India,January,2018
66326,Thailand,May,2018
66327,Vietnam,December,2018
66328,India,July,2018
66329,Thailand,June,2018
66330,Vietnam,January,2018
66331,India,January,2018
66332,Thailand,May,2018
66333,Vietnam,December,2018
66334,India,July,2018
66335,Thailand,June,2018
66336,Vietnam,January,2018
66337,India,January,2018
66338,Thailand,May,2018
66339,Vietnam,December,2018
66340,India,July,2018
66341,Thailand,June,2018
66342,Vietnam,January,2018
66343,India,January,2018
66344,Thailand,May,2018
66345,Vietnam,December,2018
66346,India,July,2018
66347,Thailand,June,2018
66348,Vietnam,January,2018
66349,Philippines,February,2018
66350,Phillippines,July,2018
66351,India,January,2018
66352,Thailand,May,2018
66353,Vietnam,December,2018
66354,India,July,2018
66355,Thailand,June,2018
66356,Vietnam,January,2018
66357,India,January,2018
66358,Thailand,May,2018
66359,Vietnam,December,2018
66360,India,July,2018
66361,Thailand,June,2018
66362,Vietnam,January,2018
66363,India,January,2018
66364,Thailand,May,2018
66365,Vietnam,December,2018
66366,India,July,2018
66367,Thailand,June,2018
66368,Vietnam,January,2018
66369,India,January,2018
66370,Thailand,May,2018
66371,Vietnam,December,2018
66372,India,July,2018
66373,Thailand,June,2018
66374,Vietnam,January,2018
66375,India,January,2018
66376,Thailand,May,2018
66377,Vietnam,December,2018
66378,India,July,2018
66379,Thailand,June,2018
66380,Vietnam,January,2018
66381,India,January,2018
66382,Thailand,May,2018
66383,Vietnam,December,2018
66384,India,July,2018
66385,Thailand,June,2018
66386,Vietnam,January,2018
66387,India,January,2018
66388,Thailand,May,2018
66389,Vietnam,December,2018
66390,India,July,2018
66391,Thailand,June,2018
66392,Vietnam,January,2018
66393,India,January,2018
66394,Thailand,May,2018
66395,Vietnam,December,2018
66396,India,July,2018
66397,Thailand,June,2018
66398,Vietnam,January,2018
66399,Philippines,February,2018
66400,Phillippines,July,2018
66401,India,January,2018
66402,Thailand,May,2018
66403,Vietnam,December,2018
66404,India,July,2018
66405,Thailand,June,2018
66406,Vietnam,January,2018
66407,India,January,2018
66408,Thailand,May,2018
66409,Vietnam,December,2018
66410,India,July,2018
66411,Thailand,June,2018
66412,Vietnam,January,2018
66413,India,January,2018
66414,Thailand,May,2018
66415,Vietnam,December,2018
66416,India,July,2018
66417,Thailand,June,2018
66418,Vietnam,January,2018
66419,India,January,2018
66420,Thailand,May,2018
66421,Vietnam,December,2018
66422,India,July,2018
